SITE_ID,LATDD,LONDD,SITE_ELEV,DATE_SMP,year,month,day,PROGRAM_ID,PARAMETER,VALUE,METHOD,METHOD_DESCRIPTION,SAMPLE_TYPE,SAMPLE_LOCATION,WATERBODY_TYPE
1A1-106,43.79376,-74.87257,536.49,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,MG,23.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT64,37.8505,-79.0784,496.35,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,42.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A2-077,43.99568,-73.83082,583.05,2020-09-15 00:00:00,2020,9,15,LTM_ALTM,K,2.0,"EPA 258.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
ME-2068,45.8378,-68.9322,181.3,2020-10-20 00:00:00,2020,10,20,LTM_ME,NO3,0.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
1A1-089,43.80543,-74.8023,597.14,2020-09-30 00:00:00,2020,9,30,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1A1-089,43.80543,-74.8023,597.14,2020-09-30 00:00:00,2020,9,30,LTM_ALTM,PH_LAB,6.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,15.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040576,43.86566,-74.95512,600.68,2020-09-30 00:00:00,2020,9,30,LTM_ALTM,SO4,38.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1C1-097,42.9194,-72.6833,418.96,2020-10-19 00:00:00,2020,10,19,LTM_VT,COND,11.0,APHA 2510B,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
1A1-109,43.7814,-74.85299,537.77,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,SO4,51.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
020197,44.35282,-74.29424,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,PH_EQ,5.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
0143400680,41.9669,-74.4483,651.66,2020-09-01 00:00:00,2020,9,1,LTM_CAT,COND,13.0,APHA 1985,"Altex (Beckman) meter and prove using USGS standards. APHA. 1981, 1985. Standard Methods for the Examination of Water and Wastewater, 15th and 16th eds (respectively). American Public Health Association, American Water Works Association, Water Pollution Control Federation, Washington, D.C.",Regular,Stream,Stream
M003,36.9541,-81.8135,1076.89,2020-10-26 00:00:00,2020,10,26,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,DOC,1.0,Dohrman 1984,"Dohrman direct injection. Automated Laboratory Total Organic Carbon Analyzer. Xertex Corporation. Santa Clara, CA.",Regular,Stream,Stream
ME-2068,45.8378,-68.9322,181.3,2020-10-20 00:00:00,2020,10,20,LTM_ME,K,25.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,WTEMP,9.0,Unknown,Unknown,Regular,EPI,Lake
1A3-001,43.8589,-74.09377,612.47,2020-07-06 00:00:00,2020,7,6,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
1A1-103,43.81687,-74.85611,557.24,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,P_TL,4.0,"EPA 365.3, 4500-P I","Block Digest Flow Inject. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
030255,44.43219,-74.29813,495.09,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,MG,102.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Stream
1C1-091,44.468,-72.5,478.34,2020-10-15 00:00:00,2020,10,15,LTM_VT,COND,11.0,APHA 2510B,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
040874,43.5999,-74.66236,724.03,2020-09-23 00:00:00,2020,9,23,LTM_ALTM,SO4,33.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1E1-134,44.633,-68.0908,128.82,2020-10-22 00:00:00,2020,10,22,LTM_ME,COND,22.0,EPA 120.1,"Electrode. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
VT40,37.9404,-79.0066,602.9,2020-10-28 00:00:00,2020,10,28,VTSSS,COND,11.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT28,37.438,-80.5615,835.79,2020-10-27 00:00:00,2020,10,27,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
VT12,38.0192,-79.7607,621.31,2020-10-26 00:00:00,2020,10,26,VTSSS,WTEMP,12.0,Unknown,Unknown,Regular,Stream,Stream
050669,43.68204,-74.48856,652.19,2020-07-13 00:00:00,2020,7,13,LTM_ALTM,DOC,3.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
PINE,38.7018,-78.2678,364.18,2020-10-26 00:00:00,2020,10,26,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
1C1-097,42.9194,-72.6833,418.96,2020-10-19 00:00:00,2020,10,19,LTM_VT,K,5.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
1A1-109,43.7814,-74.85299,537.77,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,NH4,0.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
04253635,43.8217,-74.88246,569.77,2020-06-03 00:00:00,2020,6,3,LTM_ALTM,SO4,37.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
ME-9999,44.8605,-68.4037,176.91,2020-10-24 00:00:00,2020,10,24,LTM_ME,CL,34.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
VT14,37.9824,-79.766,571.57,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,32.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
ME-0441,44.7028,-68.5833,128.97,2020-10-21 00:00:00,2020,10,21,LTM_ME,CA,76.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
070859,43.41862,-74.63616,619.42,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,SO4,31.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT63,37.79,-79.1029,432.49,2020-10-28 00:00:00,2020,10,28,VTSSS,CL,20.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
STAN,38.4446,-78.3708,307.12,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,30.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT11,38.0196,-79.761,621.39,2020-10-26 00:00:00,2020,10,26,VTSSS,SO4,32.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
050669,43.68204,-74.48856,652.19,2020-07-13 00:00:00,2020,7,13,LTM_ALTM,PH_LAB,5.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
VT19,38.5367,-79.6335,955.79,2020-10-25 00:00:00,2020,10,25,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT16,37.8202,-79.6716,426.73,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,16.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040707,43.69815,-75.1016,496.46,2020-09-14 00:00:00,2020,9,14,LTM_ALTM,DOC,4.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT34,37.9289,-79.4552,388.23,2020-11-06 00:00:00,2020,11,6,VTSSS,WTEMP,12.0,Unknown,Unknown,Regular,Stream,Stream
060182,44.16154,-74.4413,544.04,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,SO4,43.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
ME-0441,44.7028,-68.5833,128.97,2020-10-21 00:00:00,2020,10,21,LTM_ME,K,5.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
M003,36.9541,-81.8135,1076.89,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,14.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT80,38.947,-78.6359,528.55,2020-10-28 00:00:00,2020,10,28,VTSSS,ANC,50.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT36,38.1587,-78.8059,467.75,2020-10-27 00:00:00,2020,10,27,VTSSS,ANC,9.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
020058,44.51709,-74.12604,516.97,2020-07-23 00:00:00,2020,7,23,LTM_ALTM,NH4,0.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
SK01,38.3415,-79.6138,936.84,2020-11-02 00:00:00,2020,11,2,VTSSS,NO3,0.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,NO3,0.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-089,43.1055,-73.0028,778.35,2020-10-29 00:00:00,2020,10,29,LTM_VT,SO4,26.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
VT29,37.3972,-80.4745,716.55,2020-10-26 00:00:00,2020,10,26,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
1A1-017,43.83101,-74.80642,579.65,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,SIO2,1.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
050669,43.68204,-74.48856,652.19,2020-07-13 00:00:00,2020,7,13,LTM_ALTM,CL,4.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1C1-078,45.1272,-69.9781,383.12,2020-10-19 00:00:00,2020,10,19,LTM_ME,K,9.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
VT61,38.693,-78.2741,333.86,2020-10-28 00:00:00,2020,10,28,VTSSS,SO4,57.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
01364959,41.9369,-74.375,516.35,2020-09-02 00:00:00,2020,9,2,LTM_CAT,PH_LAB,6.0,APHA 1985,"Beckman Model 071 meter; Ross combination expoxy body electrode. APHA. 1981, 1985. Standard Methods for the Examination of Water and Wastewater, 15th and 16th eds (respectively). American Public Health Association, American Water Works Association, Water Pollution Control Federation, Washington, D.C.",Regular,Stream,Stream
020188,44.34609,-74.30065,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,SIO2,0.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
030171,44.65698,-74.49562,381.21,2020-07-23 00:00:00,2020,7,23,LTM_ALTM,NO3,0.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1E1-132,44.6375,-68.0781,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,P_TL,3.0,EPA 365.4,"Acid persulfate digestion; Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Annual,EPI,Lake
ME-2068,45.8378,-68.9322,181.3,2020-10-20 00:00:00,2020,10,20,LTM_ME,PH_EQ,8.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
041007,43.52218,-74.94789,557.13,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,CL,6.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT09,37.0353,-81.4805,668.62,2020-11-04 00:00:00,2020,11,4,VTSSS,CA,39.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT10,38.1653,-79.6709,741.57,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,34.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT02,36.6893,-81.519,1110.09,2020-10-26 00:00:00,2020,10,26,VTSSS,ANC,52.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
060182,44.16154,-74.4413,544.04,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,ANC,83.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
ME-4778,45.0308,-68.1931,112.91,2020-10-23 00:00:00,2020,10,23,LTM_ME,SO4,12.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
1C1-112,42.7856,-72.9875,590.87,2020-10-26 00:00:00,2020,10,26,LTM_VT,DOC,7.0,"APHA, 2005 5310C","APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
VT81,36.5714,-80.8482,799.31,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,16.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-106,43.79376,-74.87257,536.49,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1C1-101,43.0811,-73.0186,802.1,2020-10-29 00:00:00,2020,10,29,LTM_VT,CA,23.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
04253630,43.82509,-74.8385,561.05,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,ANC,96.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Stream
04253630,43.82509,-74.8385,561.05,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,SO4,35.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
VT29,37.3972,-80.4745,716.55,2020-10-26 00:00:00,2020,10,26,VTSSS,CL,14.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1C1-091,44.468,-72.5,478.34,2020-10-15 00:00:00,2020,10,15,LTM_VT,K,2.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
030171,44.65698,-74.49562,381.21,2020-07-23 00:00:00,2020,7,23,LTM_ALTM,MG,10.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
1A1-017,43.83101,-74.80642,579.65,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,PH_EQ,6.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
ME-4778,45.0308,-68.1931,112.91,2020-10-23 00:00:00,2020,10,23,LTM_ME,PH_LAB,5.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,SIO2,7.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
ME-2068,45.8378,-68.9322,181.3,2020-10-20 00:00:00,2020,10,20,LTM_ME,P_TL,5.0,EPA 365.4,"Acid persulfate digestion; Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
040576,43.86566,-74.95512,600.68,2020-09-30 00:00:00,2020,9,30,LTM_ALTM,NO3,1.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT54,38.6814,-79.0664,768.56,2020-10-29 00:00:00,2020,10,29,VTSSS,NO3,27.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT34,37.9289,-79.4552,388.23,2020-11-06 00:00:00,2020,11,6,VTSSS,PH_LAB,6.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040826,43.71301,-74.81246,575.29,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,ANC,94.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
050649,43.83789,-74.47903,572.25,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,CL,5.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
050649,43.83789,-74.47903,572.25,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,SO4,24.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1C1-112,42.7856,-72.9875,590.87,2020-10-26 00:00:00,2020,10,26,LTM_VT,CL,16.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
1E1-060,44.9625,-68.1222,117.23,2020-10-23 00:00:00,2020,10,23,LTM_ME,WTEMP,12.0,Unknown,Unknown,Regular,EPI,Lake
VT64,37.8505,-79.0784,496.35,2020-10-26 00:00:00,2020,10,26,VTSSS,ANC,75.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
