SITE_ID,LATDD,LONDD,SITE_ELEV,DATE_SMP,year,month,day,PROGRAM_ID,PARAMETER,VALUE,METHOD,METHOD_DESCRIPTION,SAMPLE_TYPE,SAMPLE_LOCATION,WATERBODY_TYPE
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,N,,,,Regular,Stream,Stream
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,PH_EQ,,,,Regular,Stream,Stream
VT78,36.9714,-81.691,790.13,2020-10-26 00:00:00,2020,10,26,VTSSS,CHL_A,,,,Regular,Stream,Stream
040704,43.68348,-75.10116,526.28,2020-09-14 00:00:00,2020,9,14,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
VT76,37.5734,-79.4907,319.36,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_EQ,,,,Regular,Stream,Stream
MAD2,38.2515,-78.7471,448.43,2020-10-27 00:00:00,2020,10,27,VTSSS,F,,,,Regular,Stream,Stream
04253740,43.78088,-74.85339,537.7,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,N,,,,Regular,EPI,Stream
VT53,38.3339,-78.6712,373.13,2020-10-27 00:00:00,2020,10,27,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT06,36.7356,-81.5632,787.8,2020-10-26 00:00:00,2020,10,26,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
VT06,36.7356,-81.5632,787.8,2020-10-26 00:00:00,2020,10,26,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT23,37.4702,-79.5933,531.59,2020-10-28 00:00:00,2020,10,28,VTSSS,SAMPLE_DEPTH,,,,Regular,Stream,Stream
030255,44.43219,-74.29813,495.09,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Stream
040874,43.5999,-74.66236,724.03,2020-09-23 00:00:00,2020,9,23,LTM_ALTM,PH,,,,Regular,EPI,Lake
VT18,38.5349,-79.6347,957.66,2020-10-25 00:00:00,2020,10,25,VTSSS,PH_EQ,,,,Regular,Stream,Stream
MAD2,38.2515,-78.7471,448.43,2020-10-27 00:00:00,2020,10,27,VTSSS,PH_EQ,,,,Regular,Stream,Stream
1C1-093,42.925,-73.0653,793.01,2020-11-04 00:00:00,2020,11,4,LTM_VT,SAMPLE_DEPTH,1.0,,,Regular,EPI,Lake
1C1-091,44.468,-72.5,478.34,2020-10-15 00:00:00,2020,10,15,LTM_VT,CHL_A,,,,Regular,EPI,Lake
VT78,36.9714,-81.691,790.13,2020-10-26 00:00:00,2020,10,26,VTSSS,SAMPLE_DEPTH,,,,Regular,Stream,Stream
VT08,37.0532,-81.4344,930.52,2020-11-04 00:00:00,2020,11,4,VTSSS,PH,,,,Regular,Stream,Stream
1C1-112,42.7856,-72.9875,590.87,2020-10-26 00:00:00,2020,10,26,LTM_VT,CHL_A,,,,Regular,EPI,Lake
1A1-102,44.1805,-73.96726,659.88,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,N,,,,Regular,EPI,Lake
VT67,36.5705,-80.8553,787.02,2011-10-25 00:00:00,2011,10,25,VTSSS,P_TL,,,,Regular,Stream,Stream
SK01,38.3415,-79.6138,936.84,2020-11-02 00:00:00,2020,11,2,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,SAMPLE_DEPTH,,,,Regular,EPI,Lake
070728,43.18109,-74.5032,486.15,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
VT43,37.7878,-79.1541,753.35,2020-10-28 00:00:00,2020,10,28,VTSSS,PH_EQ,,,,Regular,Stream,Stream
040874,43.5999,-74.66236,724.03,2020-09-23 00:00:00,2020,9,23,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
VT78,36.9714,-81.691,790.13,2020-10-26 00:00:00,2020,10,26,VTSSS,PH,,,,Regular,Stream,Stream
1A2-066,43.30203,-74.58581,598.53,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
050649,43.83789,-74.47903,572.25,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,TIME_SMP,,,,Annual,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
VT50,38.9049,-78.7308,525.9,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_EQ,,,,Regular,Stream,Stream
MAD2,38.2515,-78.7471,448.43,2020-10-27 00:00:00,2020,10,27,VTSSS,PH,,,,Regular,Stream,Stream
030172,44.66022,-74.49632,381.7,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,NA,4.0,,,Regular,EPI,Lake
04253712,43.78369,-74.83659,542.34,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Stream
VT11,38.0196,-79.761,621.39,2020-10-26 00:00:00,2020,10,26,VTSSS,N,,,,Regular,Stream,Stream
VT41,37.9247,-79.1358,536.08,2020-10-26 00:00:00,2020,10,26,VTSSS,CHL_A,,,,Regular,Stream,Stream
040210,43.96821,-74.95708,631.98,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,SAMPLE_DEPTH,1.0,,,Regular,EPI,Lake
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
VT07,37.0531,-81.4348,928.05,2020-11-04 00:00:00,2020,11,4,VTSSS,SAMPLE_DEPTH,,,,Regular,Stream,Stream
VT16,37.8202,-79.6716,426.73,2020-10-26 00:00:00,2020,10,26,VTSSS,P_TL,,,,Regular,Stream,Stream
1C1-091,44.468,-72.5,478.34,2020-10-15 00:00:00,2020,10,15,LTM_VT,F,,,,Regular,EPI,Lake
VT39,37.9631,-79.0141,565.66,2020-10-28 00:00:00,2020,10,28,VTSSS,ANC,,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT25,37.5738,-80.1276,561.05,2020-10-26 00:00:00,2020,10,26,VTSSS,F,,,,Regular,Stream,Stream
1A1-112,43.81189,-74.88296,581.38,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,NA,4.0,,,Annual,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,N,,,,Annual,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,N,,,,Regular,Stream,Stream
1A3-065,43.50877,-74.88168,617.46,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
01434021,42.0111,-74.4147,824.17,2020-09-30 00:00:00,2020,9,30,LTM_CAT,NA,19.0,,,Regular,Stream,Stream
M004,36.9279,-81.8402,774.49,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_FLD,,,,Regular,Stream,Stream
VT58,38.5705,-78.3044,339.38,2020-10-26 00:00:00,2020,10,26,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
VT44,37.7576,-79.1299,492.55,2020-10-28 00:00:00,2020,10,28,VTSSS,PH,,,,Regular,Stream,Stream
VT36,38.1587,-78.8059,467.75,2020-10-27 00:00:00,2020,10,27,VTSSS,F,,,,Regular,Stream,Stream
VT03,36.6963,-81.5249,1120.61,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_EQ,,,,Regular,Stream,Stream
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
060315A,43.79492,-74.6513,568.01,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Stream
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,F,,,,Regular,Stream,Stream
020188,44.34609,-74.30065,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,PH_FLD,,Unknown,Unknown,Annual,EPI,Lake
1E1-131,44.6475,-68.0592,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,CHL_A,,,,Annual,EPI,Lake
050215,43.37029,-74.24624,399.99,2020-08-03 00:00:00,2020,8,3,LTM_ALTM,NA,55.0,,,Annual,EPI,Lake
VT44,37.7576,-79.1299,492.55,2020-10-28 00:00:00,2020,10,28,VTSSS,N,,,,Regular,Stream,Stream
M003,36.9541,-81.8135,1076.89,2020-10-26 00:00:00,2020,10,26,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT64,37.8505,-79.0784,496.35,2020-10-26 00:00:00,2020,10,26,VTSSS,PH,,,,Regular,Stream,Stream
1A2-077,43.99568,-73.83082,583.05,2020-09-15 00:00:00,2020,9,15,LTM_ALTM,PH,,,,Regular,EPI,Lake
1E1-135,44.6314,-68.0861,101.58,2020-10-22 00:00:00,2020,10,22,LTM_ME,NA,88.0,,,Regular,EPI,Lake
04253639,43.81358,-74.88347,575.81,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,CHL_A,,"EPA 445.0, 10200H","Flourometery. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Stream
LNN,40.144,-79.2103,655.44,2015-09-17 00:00:00,2015,9,17,LTM_PA,NA,43.0,,,Regular,Stream,Stream
1A1-052,43.9823,-74.23556,515.77,2020-09-15 00:00:00,2020,9,15,LTM_ALTM,N,,,,Regular,EPI,Lake
020059,44.5136,-74.12673,516.23,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,NA,38.0,,,Regular,EPI,Lake
WOR1,38.2508,-78.7485,451.52,2020-10-27 00:00:00,2020,10,27,VTSSS,F,,,,Regular,Stream,Stream
1A2-078,43.18805,-74.5,504.9,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,N,,,,Regular,EPI,Lake
VT24,37.6153,-80.1776,560.86,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_EQ,,,,Regular,Stream,Stream
ME-0441,44.7028,-68.5833,128.97,2020-10-21 00:00:00,2020,10,21,LTM_ME,CHL_A,,,,Regular,EPI,Lake
BNR,40.9344,-78.0228,585.48,2015-09-16 00:00:00,2015,9,16,LTM_PA,ANC,47.0,,,Regular,Stream,Stream
ME-9998,44.3364,-69.2711,89.17,2020-10-21 00:00:00,2020,10,21,LTM_ME,F,,,,Regular,EPI,Lake
VT66,38.5155,-78.3668,343.43,2020-10-26 00:00:00,2020,10,26,VTSSS,P_TL,,,,Regular,Stream,Stream
VT11,38.0196,-79.761,621.39,2020-10-26 00:00:00,2020,10,26,VTSSS,NA,12.0,,,Regular,Stream,Stream
04253660,43.80395,-74.84911,538.82,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,TIME_SMP,,,,Annual,EPI,Stream
040852,43.62286,-74.76075,652.35,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
NFDR,38.6337,-78.3577,486.81,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_FLD,,,,Regular,Stream,Stream
VT23,37.4702,-79.5933,531.59,2020-10-28 00:00:00,2020,10,28,VTSSS,P_TL,,,,Regular,Stream,Stream
VT16,37.8202,-79.6716,426.73,2020-10-26 00:00:00,2020,10,26,VTSSS,F,,,,Regular,Stream,Stream
1E1-133,44.6347,-68.0722,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,CHL_A,,,,Annual,EPI,Lake
1A1-112,43.81189,-74.88296,581.38,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH,,,,Regular,EPI,Lake
VT58,38.5705,-78.3044,339.38,2020-10-26 00:00:00,2020,10,26,VTSSS,P_TL,,,,Regular,Stream,Stream
VT18,38.5349,-79.6347,957.66,2020-10-25 00:00:00,2020,10,25,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
1A2-066,43.30203,-74.58581,598.53,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Regular,EPI,Lake
040826,43.71301,-74.81246,575.29,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Regular,EPI,Lake
050706,44.11938,-73.98261,844.34,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
1C1-101,43.0811,-73.0186,802.1,2020-10-29 00:00:00,2020,10,29,LTM_VT,PH_LAB,,,,Regular,EPI,Lake
04253660,43.80395,-74.84911,538.82,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,PH,,,,Annual,EPI,Stream
040186,43.9636,-75.04253,604.97,2020-09-09 00:00:00,2020,9,9,LTM_ALTM,N,,,,Regular,EPI,Lake
ME-9999,44.8605,-68.4037,176.91,2020-10-24 00:00:00,2020,10,24,LTM_ME,TIME_SMP,,,,Regular,EPI,Lake
VT06,36.7356,-81.5632,787.8,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_FLD,,,,Regular,Stream,Stream
VT02,36.6893,-81.519,1110.09,2020-10-26 00:00:00,2020,10,26,VTSSS,NA,46.0,,,Regular,Stream,Stream
01434105,41.9763,-74.5235,593.7,1991-04-15 00:00:00,1991,4,15,LTM_CAT,PH_EQ,,,,Regular,Stream,Stream
1A2-078,43.18805,-74.5,504.9,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Regular,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,PH_EQ,,,,Regular,Stream,Stream
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,PH_FLD,,APHA 1985,"Glass body Ross combination electrode. APHA. 1981, 1985. Standard Methods for the Examination of Water and Wastewater, 15th and 16th eds (respectively). American Public Health Association, American Water Works Association, Water Pollution Control Federation, Washington, D.C.",Regular,Stream,Stream
040852,43.62286,-74.76075,652.35,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,SAMPLE_DEPTH,1.0,,,Regular,EPI,Lake
STN,41.0978,-78.4467,495.95,2015-09-18 00:00:00,2015,9,18,LTM_PA,CA,95.0,,,Regular,Stream,Stream
050215,43.37029,-74.24624,399.99,2020-08-03 00:00:00,2020,8,3,LTM_ALTM,TIME_SMP,,,,Annual,EPI,Lake
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,N,,,,Regular,Stream,Stream
1C1-110,42.9167,-72.9167,907.89,2020-10-19 00:00:00,2020,10,19,LTM_VT,TIME_SMP,,,,Regular,EPI,Lake
04253740,43.78088,-74.85339,537.7,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Regular,EPI,Stream
VT28,37.438,-80.5615,835.79,2020-10-27 00:00:00,2020,10,27,VTSSS,SAMPLE_DEPTH,,,,Regular,Stream,Stream
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Annual,EPI,Lake
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,SAMPLE_DEPTH,0.0,,,Regular,EPI,Lake
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,N,,,,Regular,EPI,Lake
030171,44.65698,-74.49562,381.21,2020-07-23 00:00:00,2020,7,23,LTM_ALTM,TIME_SMP,,,,Annual,EPI,Lake
VT67,36.5705,-80.8553,787.02,2011-10-25 00:00:00,2011,10,25,VTSSS,N,,,,Regular,Stream,Stream
VT48,36.9583,-80.6597,659.65,2020-10-28 00:00:00,2020,10,28,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
1A1-029,44.33728,-74.37198,483.07,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,PH_FLD,,Unknown,Unknown,Annual,EPI,Lake
04253660,43.80395,-74.84911,538.82,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,PH_FLD,,Unknown,Unknown,Annual,EPI,Stream
VT10,38.1653,-79.6709,741.57,2020-10-26 00:00:00,2020,10,26,VTSSS,PH,,,,Regular,Stream,Stream
VT29,37.3972,-80.4745,716.55,2020-10-26 00:00:00,2020,10,26,VTSSS,N,,,,Regular,Stream,Stream
040707,43.69815,-75.1016,496.46,2020-09-14 00:00:00,2020,9,14,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
VT14,37.9824,-79.766,571.57,2020-10-26 00:00:00,2020,10,26,VTSSS,CHL_A,,,,Regular,Stream,Stream
1A1-071,44.4391,-74.2939,494.97,2019-09-19 00:00:00,2019,9,19,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1E1-132,44.6375,-68.0781,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,NH4,0.0,,,Annual,EPI,Lake
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,SAMPLE_DEPTH,,,,Regular,Stream,Stream
1A2-028,44.32327,-73.90304,515.18,2020-07-06 00:00:00,2020,7,6,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
030172,44.66022,-74.49632,381.7,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,PH,,,,Regular,EPI,Lake
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,N,,,,Regular,Stream,Stream
020188,44.34609,-74.30065,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,WTEMP,,Unknown,Unknown,Annual,EPI,Lake
1A1-059,43.76605,-74.62837,580.39,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,NA,46.0,,,Regular,EPI,Lake
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,F,,,,Regular,Stream,Stream
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,PH,,,,Regular,Stream,Stream
1C1-100,43.3139,-72.9305,789.01,2020-10-20 00:00:00,2020,10,20,LTM_VT,NH4,,,,Regular,EPI,Lake
SK01,38.3415,-79.6138,936.84,2020-11-02 00:00:00,2020,11,2,VTSSS,PH,,,,Regular,Stream,Stream
1A1-107,44.30576,-74.35721,481.99,2020-09-21 00:00:00,2020,9,21,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
STN,41.0978,-78.4467,495.95,2015-09-18 00:00:00,2015,9,18,LTM_PA,TIME_SMP,,,,Regular,Stream,Stream
VT10,38.1653,-79.6709,741.57,2020-10-26 00:00:00,2020,10,26,VTSSS,CHL_A,,,,Regular,Stream,Stream
VT34,37.9289,-79.4552,388.23,2020-11-06 00:00:00,2020,11,6,VTSSS,PH_FLD,,,,Regular,Stream,Stream
1A1-112,43.81189,-74.88296,581.38,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,WTEMP,,Unknown,Unknown,Regular,EPI,Lake
SK01,38.3415,-79.6138,936.84,2020-11-02 00:00:00,2020,11,2,VTSSS,CHL_A,,,,Regular,Stream,Stream
PINE,38.7018,-78.2678,364.18,2020-10-26 00:00:00,2020,10,26,VTSSS,NA,81.0,,,Regular,Stream,Stream
VT37,38.4012,-79.2835,812.19,2020-10-29 00:00:00,2020,10,29,VTSSS,PH_FLD,,,,Regular,Stream,Stream
VT39,37.9631,-79.0141,565.66,2020-10-28 00:00:00,2020,10,28,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
020265,44.15886,-73.9514,718.97,2014-05-15 00:00:00,2014,5,15,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
VT51,38.7158,-78.3816,287.07,2020-10-28 00:00:00,2020,10,28,VTSSS,WTEMP,,Unknown,Unknown,Regular,Stream,Stream
BNR,40.9344,-78.0228,585.48,2015-09-16 00:00:00,2015,9,16,LTM_PA,P_TL,,,,Regular,Stream,Stream
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,SAMPLE_DEPTH,,,,Regular,Stream,Stream
M002,36.9731,-81.7848,553.32,2020-10-26 00:00:00,2020,10,26,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
030171,44.65698,-74.49562,381.21,2020-07-23 00:00:00,2020,7,23,LTM_ALTM,PH,,,,Annual,EPI,Lake
VT80,38.947,-78.6359,528.55,2020-10-28 00:00:00,2020,10,28,VTSSS,F,,,,Regular,Stream,Stream
050649,43.83789,-74.47903,572.25,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,WTEMP,,Unknown,Unknown,Annual,EPI,Lake
VT56,38.4296,-79.1399,596.77,2020-10-29 00:00:00,2020,10,29,VTSSS,PH_EQ,,,,Regular,Stream,Stream
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,N,,,,Regular,Stream,Stream
04253740,43.78088,-74.85339,537.7,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
04253740,43.78088,-74.85339,537.7,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Stream
VT41,37.9247,-79.1358,536.08,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_FLD,,,,Regular,Stream,Stream
1A1-103,43.81687,-74.85611,557.24,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,NA,26.0,,,Regular,EPI,Lake
VT02,36.6893,-81.519,1110.09,2020-10-26 00:00:00,2020,10,26,VTSSS,CHL_A,,,,Regular,Stream,Stream
1A1-110,43.76088,-74.91592,524.87,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,PH_FLD,,Unknown,Unknown,Regular,EPI,Lake
VT15,37.9744,-79.7716,604.23,2020-10-26 00:00:00,2020,10,26,VTSSS,NA,17.0,,,Regular,Stream,Stream
04253740,43.78088,-74.85339,537.7,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH,,,,Regular,EPI,Stream
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,NA,13.0,,,Annual,EPI,Lake
VT34,37.9289,-79.4552,388.23,2020-11-06 00:00:00,2020,11,6,VTSSS,DOC,,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
WWW,40.3514,-79.0511,433.89,2015-09-17 00:00:00,2015,9,17,LTM_PA,N,,,,Regular,Stream,Stream
050707,44.13056,-73.96983,875.23,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,NA,18.0,,,Regular,EPI,Lake
0143400680,41.9669,-74.4483,651.66,2020-09-01 00:00:00,2020,9,1,LTM_CAT,F,,Unknown,Unknown,Regular,Stream,Stream
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,F,,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,NA,39.0,,,Regular,EPI,Lake
VT23,37.4702,-79.5933,531.59,2020-10-28 00:00:00,2020,10,28,VTSSS,N,,,,Regular,Stream,Stream
VT16,37.8202,-79.6716,426.73,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_FLD,,,,Regular,Stream,Stream
VT04,36.6367,-81.4715,1069.43,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_EQ,,,,Regular,Stream,Stream
1A1-017,43.83101,-74.80642,579.65,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,PH,,,,Regular,EPI,Lake
1A2-076,43.56626,-75.22701,394.92,2020-07-09 00:00:00,2020,7,9,LTM_ALTM,PH,,,,Annual,EPI,Lake
VT56,38.4296,-79.1399,596.77,2020-10-29 00:00:00,2020,10,29,VTSSS,N,,,,Regular,Stream,Stream
1A1-106,43.79376,-74.87257,536.49,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,NA,33.0,,,Regular,EPI,Lake
VT22,37.5293,-79.5526,450.39,2020-10-28 00:00:00,2020,10,28,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
RBS,41.17,-78.4061,512.24,2015-09-18 00:00:00,2015,9,18,LTM_PA,SAMPLE_DEPTH,,,,Regular,Stream,Stream
PINE,38.7018,-78.2678,364.18,2020-10-26 00:00:00,2020,10,26,VTSSS,TIME_SMP,,,,Regular,Stream,Stream
